machine_id,cycle,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
9001,48,-0.10466,-0.09498,0.0,104.663597,107.750914,106.923274,114.005247,117.205984,115.774253,123.355196,126.561132,124.388649,132.826978,135.776762,132.766743,142.181923,145.287337,141.409724,151.565735,154.874767,149.967244,160.77769,163.962085,158.986383
9001,49,-0.11745,-0.09666,0.0,104.871102,107.887539,106.929261,114.021483,117.276764,115.68909,123.42887,126.567887,124.254729,132.995519,135.905303,132.662525,142.313621,145.534927,141.259843,151.670226,154.931195,149.916666,161.120809,164.301321,158.505792
9001,50,-0.12954,-0.098,0.0,104.819048,107.949945,106.853819,113.969298,117.298761,115.623202,123.553335,126.62766,124.180018,133.19075,136.093704,132.518913,142.559624,145.585925,141.143375,151.758459,155.05339,149.736534,161.225228,164.330482,158.335105
9001,51,-0.14087,-0.099,0.0,104.865271,108.105205,106.789232,114.117406,117.461465,115.486441,123.589592,126.62057,124.022758,133.12332,136.317782,132.412691,142.57961,145.758549,141.019923,151.7737,155.162158,149.725792,161.367284,164.400527,158.307432
9001,52,-0.15136,-0.09966,0.0,104.946715,108.121829,106.783335,114.11573,117.563433,115.41008,123.813146,126.844985,123.893112,133.387136,136.347741,132.350856,142.688181,145.840382,140.922244,152.04458,155.458687,149.650629,161.630674,164.582023,158.166474
9001,53,-0.16096,-0.09997,0.0,104.931687,108.233528,106.633652,114.33212,117.49464,115.382185,123.954088,126.801904,123.81339,133.406592,136.529536,132.084965,142.806994,145.94448,140.887314,151.958906,155.587131,149.502688,161.659386,164.60341,158.098606
9001,54,-0.16961,-0.09994,0.0,105.018371,108.315218,106.612657,114.241657,117.619137,115.212542,123.98756,126.970753,123.685098,133.455403,136.565522,131.919306,142.980139,146.196686,140.777591,152.231251,155.645307,149.321482,161.949041,165.127294,157.599091
9001,55,-0.17725,-0.09956,0.0,105.034278,108.251384,106.613082,114.352579,117.610879,115.157796,123.99863,127.108506,123.554104,133.550692,136.701187,131.814991,143.019762,146.277347,140.646235,152.292639,155.710954,149.064304,162.097702,165.019304,157.514468
9001,56,-0.18384,-0.09884,0.0,105.106289,108.39341,106.535432,114.417181,117.666401,115.026525,124.183772,127.137595,123.385654,133.736183,136.998455,131.772555,143.129448,146.522633,140.355328,152.537583,155.761386,149.026375,162.212106,165.111794,157.497498
9001,57,-0.18935,-0.09777,0.0,105.04573,108.464504,106.484854,114.567142,117.843897,114.951186,124.295086,127.194186,123.289595,133.8888,136.882794,131.604536,143.346108,146.613082,140.335908,152.776449,155.820672,148.832658,162.456408,165.371216,157.221101
9001,58,-0.19374,-0.09637,0.0,105.194107,108.563574,106.416613,114.5779,117.886364,114.993028,124.375557,127.395051,123.172243,133.929552,137.238678,131.612519,143.253357,146.733858,140.148916,152.839305,156.133205,148.578966,162.6431,165.494273,156.984953
9001,59,-0.19698,-0.09464,0.0,105.124639,108.56558,106.297524,114.762454,117.990072,114.698279,124.567975,127.411778,122.999758,133.952104,137.239105,131.418849,143.557246,146.853281,139.968513,152.985657,156.168078,148.481884,162.758834,165.716566,156.838949
